NU_INSCRICAO,NU_NOTA_MT
a6fec1f8773ba19000f5a316d4bc0cacf1a3ad51,652.9494160124842
5bf6ce34f1392550bb2ee34e9800fd6df70f8c12,651.8991839991016
1ebb9d6032291ece52576d2d08192d9b2b99f454,651.0226612855975
d8788a6c3e384b392b77f519451fed79c34453a2,650.4394160711677
968113765be995587d313248ca74216603daac3e,650.1126157797797
fe11eb3740005701931aba6ae42a0176c3b7bf94,649.9786602531851
17a85e2166e19b1993126fbff01206beae738a06,648.9486085642861
58373722411945d7bdef5cb5ede4459a9edcba13,648.6492420257988
70b2ac7ae59de6f956386af9c59c9a1897d5a29c,646.7907760871997
38322f95e4b41e66fe73b075cf7a85d8eb1f4078,645.6613415435207
425b9425691ab3a12a19eb8553e6a66340827e6f,645.4847962955887
d25fe8e0d24e9248b2dd134f5ac661ac66fa786e,644.5576988273436
a02d6a43329d2e80023cf23da55028036280c246,644.5302439618666
45eab0d008b4971810ca4b2d7b735916d9991a9a,642.8921058518933
b5dbdb4d7747a53958de12e38b50bdf742e44eb5,642.8387304668934
9a19fa424c24bcf26acaff7689426292c304885f,642.6025364090929
e59a4f0a6af71a8e014026aa7c8dd9a473171aa7,642.5729880976378
9b806eb533bd862526dda78af1ff3dc9f083e840,642.5425166479544
642d4d14f3a42c4c70371c9e647d87c350756dfa,641.1776703760954
511409d7b89bbdc33908a9f7d8a88281725d30f7,640.2612751296078
54899865c8bed8eb4d54c8d4c8ae09a30864290c,638.997247595403
d9ebdc3a49cf89ab31aed88ee4791a9401dcb3ef,638.9912464645215
856aa14bcd11bd289a3b970aab0ce1b166f2c50f,638.2328991429964
dfec3182aec0997207e0845b072498065ec89aac,638.0884837131362
3de3c134579726fe4606b7a05f82ce19f00adb09,638.0635724413253
cc3750ac71c85cc688659b3eb20dc112738eb623,637.45940872151
cdf374146e4cdc87ee18246b58bc5dcf7c1ae63c,637.3042702121099
729dbf9ac607943285cf9cabf80503f9e1112cb0,637.1156685393723
9339e7edd9c9f1fd6315d21cfa5b8a1cbfecccba,635.4472781810462
c2cbe6a23cc008611e77294497830f9e92e8bc97,635.2885007455603
b3745024b7fa89bbf4e246f75fcb23e1f42c16fb,635.1197241423425
6aa29d2b50d16a4146a1a1b2093d193e8bfd02bd,635.087073237748
5943b6debfe5b94ae0e6819377ce039b35aa8f5b,630.300801431189
3b08ec5615162eeef39ddf97c305601f8d6be53c,630.228792158562
a40bcb038126e8fcc18613587d349c451b17495e,629.8144537992674
9b674f2aa793e02aa4cc1014cdf367ecb60b3553,629.6514974164385
5546918b748940cb4bab283c64d31e9ee994c62a,628.6501062934146
ca044ecc0326ffc8dd05e80824b936d3a4a9e4f8,628.5532345127535
ea3cf3a3d07f1a8fc156b4943c881944f3877a59,627.9248678461263
ed815cb5a5ba04f4ec7d3c209b659d47790fa497,627.9211586666447
6b6eee04163a5cd03fd3b7ae6c5dc1aabe77be1b,627.5346123176091
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,627.5083248856834
3c0db6da5f1639ebd267f63eaf86ac8569a8527f,627.1075681848753
05cc0fefcd5249faea8b0be3650b1d3967f18bba,626.9098949267734
766e74a2b847193a0e72fd9ca7a5488467b4001f,626.2433595306494
43ddd9a60b7f2cd6bf2567fd0bd3822bf590db93,626.2358712936934
0ce55320384c07cfa81d4f30ce0d5f9bc969f3bb,625.3958155431278
97c20f6f8377abce03e1a8e94f3e9428a7692d5a,625.2600847033841
85635f7bc28c2a6cef26da5a20bf1c80ccc4f9b5,625.1370926421105
3c9a334da41db15852294edfa891312f5999a74e,624.7727866717573
50e427449649dcf6ebe936aa3025313caf572fba,624.5673690579549
21fd3328af19163fa8b6aa5379c514cbb80aa40c,624.4799278286442
9fdbef2e51bba75416a1b325388c7c55df863ec2,624.0938869790982
72abb9585ff5fad1e243d34c7d1ad69e5ead1f5f,623.630679250017
6bf6f9858d22590c2995b336c209ecca4cdb1f6b,622.9753636785823
df2acc0d65eae18026825eea094d5860a7596d0b,622.069911245916
74fce1f1cb212c9bd565c567e67dd36c4c8f0195,622.0328287994328
655fa6306720ff16e825903b5422a46608a77545,621.7139249773376
a945e7b0eedbc6722edf61c6e9115199efa0e79b,621.665016020527
872b9791ddd885f1dbbdc434b7b3f6621d277edc,621.5231491570314
cd532929efcd6be773ba62fc83c631a77eb24e94,620.9856020607485
69a3189b5b0101904ef73a8b665a3867ac68a1a4,620.8458291074219
3004e0b4f4b454854f0bb254473aa012e17071fd,620.708711751788
b92a00df35857e1e964b609040127c05ced17c99,620.3998320497692
f8d2cb16b7a5e174fcc2b76d18f7d4fdd7ed13e6,620.3339600950901
77bc9ff2fdd54be8bebaa4eae19fed3c6c6b3955,620.169935001773
d4a6f040ed7cafd0ec70ef83181afa59b7b5ecc5,619.9215627005377
f34a161eeb0416fc4b417e93ce97909636c524a9,619.6743962964715
4abd3801858b276db1a70ee7e94c1d899b79e380,619.5579034461721
70a452eb2468fab6734007b7fbca04d798a577d4,619.1371524912697
0ea9e7457fac2c575c13ebc83ad29d0c470d353c,617.697281730506
13258e7a59216312cc745f270451992c43865f20,617.3471922684082
8505a36d40a5b9a6844205417be6a6ab9ceb488e,617.3332598244915
bbbd21500338762a2e766e1f1e329f56dd1ad7b5,617.1011720380877
05a25962f9f30d8544842ec3d79244e99d11017b,616.8654038134988
c8b1b80912f4ccbaf5afd458746443f62872b718,616.8260918718133
7ecdbf15492309acef88a0cea8202c5f753f4be8,616.2817763058733
361e50b12f2c48e381adc51e1306930d31df04a0,616.2352495807173
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,616.0355175267231
208b03e228c504e12e4c700aac9495b94b4c7407,615.2693765031846
8bbd77d56ec15ba40e5ac404c0bc94869ec363cf,614.7184825023998
b30564e6725ba49f41a300b9d5b4a4d60dbd2e96,614.6955032859813
8c408798149631973f52a14f363b604349f3425d,614.6169681416437
a191f5f6665a24cec34450aff3c69f68c0e0579d,614.3190233532595
d1f6e0c6d574a1def695974263f5e1461d99e90f,614.0202303179847
449e100c1d2dc0a74be99f3aea887ac2c80af9cc,613.7510460467183
5d65e9ed84c9503381ea9667fc99e5df6297e0b8,613.22503805295
9a9a049c1ede532731ab8dd050f076bcf3ca912f,612.754441265587
528153c48ecb0f3be045b1089d4561e420d23789,612.5947820854151
66374f3a36a6304383a3aed56d7b8d38edb872a7,612.5832365746825
ef0c8452c51d4b04253bb4ad3772560d2e9e6794,612.3806054115145
8bc5a02113c1d872fd3d7c745df40e622400e51a,612.2126706997506
41f00df481bbaa9a288fc8d83ebe024d1ed1176e,612.0157087613767
537e2b3126d1ac5dbbcfde55d0549dda561b575e,611.8167808360873
d707bb21ea251e17f041c5ea8023aad7a24396fd,611.317833914282
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,610.6837366779698
fe819e9bb1d110d71dcf1aa143f3e0614ead0a87,610.6765247137878
d3cd2e161aad20ae308e31d5d8b50ae102515186,610.6540572173255
7cfc0106adedbc2997d97ba062c2d73a315735e9,610.5377367257519
816f7ef9ce56868b36b8cca7e59f674a9c4154b5,610.511972610972
7e04ea623d05274165ac80eddae98d956cd1483f,610.2212867911886
43abfac89c4274d0247013b7f4a72ae44f40b690,609.8675293715168
a1c13ff1a61acf8973a1cae595c7ba855d4f85f6,609.5396374806107
a4836905c06f98462930a1697c72d4be5e87ae8b,609.4254436228227
54276226cd7702d18400870b3962b2ce4b20d175,609.0000827937861
5de642276a67326bda40eecc986314eec59dd821,608.9579754695862
13377ed3698676358403b48d0eda8c7ee1d6aecc,608.7787290812719
b26072005ef6318e6365d49229cc4ca9f278a92a,608.5573876079549
d5f9d8726f85a0e3e728a217f93035918648d315,608.5558327336778
e3929d32c498f8e45ae326017cf7c60308880d94,608.2458300013269
5cf539ec5fbefdd7e36c73555623aef55261b30a,608.0858466875832
39e2fabb3e18de72da9327553442c86659761fa9,607.600389978468
3b618106b573abf76aa2e1ad59e450fd001d170f,607.5489917533303
420e2c2feb6b050c91b9badff729fa95cdc9cd73,607.4587722862201
f35249833d1bebb70b5fa6345904cb0e3f222600,607.4443315259754
75325ae04f42fc9c6840bbe1c1fe8277641b90d5,607.1219010874428
cf62916c9829bd3ad05104151eee856d6de7ca1c,607.0878199606041
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,606.9448770293313
f15ba67882369b617b42295b716c82d8e5af5c70,606.8699747445918
e0f8eafa7e05ffe82d65a6d67026fb8bdcd13a37,606.2860833258242
d302df44c6e15373315852331ebd3b6dbbb4f2cc,606.2409556335502
bc764ff3e2905ae18491fcc46b2cf1812bf43771,605.9771107307386
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,605.7836474836986
ab58b4c5ab94887088e6d8616e04317fd31b46e3,605.779471929204
ae275ec587fa99cbc535a14b099e9a53418ad6f5,605.3600085726011
24fa503c4c1225e71a37fe92b354c626e099cbb6,605.1242636806567
dd89be9611dd1e70f883c325c3de4bfd4beddd54,605.07265605406
859a7c3966999ba2d1fc4ed84e2fe4470b8cf795,604.7762429605807
6af857c10637e8e60ee8723080d306cf45181a2f,604.6038553120927
12c05e6694dce92588eece24fa662795854d0e98,604.5909641254606
1e2bdf3db4cfe8a735053ac6fc31928cfe675822,604.3602981703773
6d4020e289006dd2b3882a9535f648cc7733654b,604.3514840952357
ae1a44d418dfa0886baac395efc9d9c2bfa7e962,604.2291269043718
8064c6c452997eb96ae79e2d5d3c348581e78b14,603.3370178250141
02120ff284b0881ece778d68b6adf523440d0a43,603.2217952530831
f3269ce0d968a788d47c6f069c4a3df837c53198,603.1432687299312
628fe288ac53f69493a3f01e152a286b53ad57ca,602.9770250068352
5a74fe1978357687517961c52b82afca941dce50,602.9664081066704
07c8954960c4774f911f34fc6ed6ecc80c418b3a,602.8528597930605
a79252a30a98cb0b7c472126547f040b08f26258,602.7876974943676
47e8256128b8451f996f90e19fef736fc88f674d,602.7807077612729
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,602.1295334928751
4fe366ad83dae670042477a8229997b93c30aed0,601.4461908251894
95b67d2b35b0e9d32ffa518017824bb909f823ff,601.2654770393038
5c1cef937c40bf8c30c119160bedde7ef679454e,601.2039855291983
c66ecaee41d08c2aed17688c67f41ad749dd7e08,601.2029310284399
1f92470fe8137bcc16059dff0384cde43e2db448,600.9147169164074
9efc17958d1537e4f9208def7247264edd30cee7,600.5574529685782
20b0239ad3768ac025647a4114172ab3732b56cb,600.4662495909496
03117561e1c1f213580c4d8e48a55152934acd9d,600.0485881570377
fa6baa671257b7a761763e1f3d8b9207a57c0fde,599.6275392218517
95c02dd69769edcba23a333a45ad4d70e6c0cfbd,599.4165586800302
685b9a65ae48916267ab7503f8f55a3a466abd77,599.1174492586586
76f4bd882da18961986d93e1bdfe2a2762e72af2,598.6560688949271
4ec7d8138d3de89571df9ba0564a71cd3cb8ba07,598.0918012702169
74b248a09e46df7999d7550e8a996eb8f1688cd0,597.9381367869212
99be797e423b5ae08fe342ea772738f71975df47,597.871311863452
bb012421e88a0ee1ba5eae1844981ead4ad0de14,597.76028698621
42d8dd907f98ffa9885c35b3bc70a1f3fba5dd2a,597.744826917418
859c3c94d0bc245c26422abb7f289331ef084797,597.6561460441559
a6edeceb9d45fdd9f131984206250b116b0b94db,597.5699927928616
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,597.5196278383075
c227a7c44d82eb002eeb0f781cdfbdb811fbb730,597.1613229592581
8d2007f35400585b1a23535658a56e3f56deae16,596.9847275021204
9b3ba216b99a9facb99d291a24ba7f31f7c16d47,596.8521235678069
c0934de7b64b1ea909ce77c97580606e18936874,596.4978591926354
52035d9090e03bcf4462068cdda2580caf632d85,596.3872819221478
c5531d2aa3fd138c8299965f439e41b537f651be,596.2906958303519
4aa241d9be745d5e47e3a8a0c1d606c9878a91df,596.1897363438458
728d4f7e0de8aedb110fca556c3f420baf4aba76,596.1228283815686
f134e30c790c5b69c5c18a7d44a4cdc17276c3f2,596.0037061010778
3b82aa7b223eb0709ce31521a160b8d012aee3f5,595.9781406794714
7bbabf49e36a82e80d3d2d0e3b88b9e32e352c72,595.9555340412137
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,595.7349335893798
cee30066639835f12782e9590849ca897ac1b171,595.1783133636277
49aafbfd3dc45435f5e1755a2e0723967d683a6c,594.8107477799161
4231b98f39f34149443bd70a4ccef54336a925b1,594.8055884724631
9cb37b0c352edfd37f1c08d1c5f4c995def2a7c6,594.4354805548024
a448ecf06c50bac45592d241cfcffe8c91778336,594.2977487320992
ee22b8c134e9178600d57236685e0822b2034601,593.6748423568155
fcbb70ca92286a3f10f6bb090135b4a5adbc3f11,593.5392906426172
92b4e9df7e28d6036a43a0ff7bd4acf4a5cd1e79,593.5322123085778
9bd47b6835215e353d16c1dfa6c03f4c3b2f9e1f,592.7987805938324
226a463b48bdaa965d1003bed0d828390aeef264,592.7571422633151
dadc75b0b417846b97ec9da95ff2ba1506f5eeec,592.1353418071568
da0d4b43fd0c5896ab67944d72aa269aa842668e,592.0257432184403
061ec45bddd19204b4ed9e1cc794b116aaffcd97,592.0078250854924
a14a44ed88d9356f9c732a2bac09796b2142cc14,591.8967133957199
01a08f233725c5ded68d4802becc4d774d532994,591.882167574856
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,591.3380453521245
9d35e5d2e306fd79d30f24b5ea8a7cd3c14e02b3,591.3182918023956
a0aa9fc7fc96b991307d26231ac39c2e7ae664f6,591.3001161509555
84ccf9c43b2eccd029c4462f9ba991aee25ea60e,590.9200585803535
168abc621aaee610809422b479954a580336ede9,590.8515063682536
ca94ed77f4953624bffb08700c110fc332779946,590.658164483537
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,590.5314378896098
5c55594ff65d25732d6104cf60588ae877cb6e9c,589.981668408067
03c67f683a415c2ea09b582248bd4cb08528c19d,589.8961188804309
e490a4b077b1d2750db453b48f6ad43a55cbedcb,589.8778033169081
082c3d2ba280f6190e82793d850c788800c0e9ae,589.6871513037343
5fa5d2acc9f8a67fb4429935481b238e2bfc304f,589.6244919172478
fc83a5c665f70f39b4c7d326118cbf21a898e660,589.1198298330364
92d49b237a1812dc06948114e9d1ed2ef1b46768,589.1038069510147
2c4f23f650e345057155d40f1ca7a3e989aec1ca,589.0088923023786
f99ef219338343ac35a138627ab44549fcc9247d,588.8414866219745
ed3238736f06e16b43a5f917369acfe02eb0446e,588.8232595454774
d27c9db60d09e5a5613768c6fc86e004791982c9,588.2859701998121
ef45345bb0b4a09db3155554390d1e2557609f42,587.7771577481384
cdda488320d01c73baa521308061edf8682d3984,587.627801575009
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,586.8926160299011
24605a2eda427ea715d61e72f5e40d6afd31bcfd,586.8047652716456
7b74c36d4bf559c5e934752d268ea03d8a124125,586.7707963383102
cf8c613bc977e66c0ed898e2d80f47c916a1e466,585.7841405938519
4d62a980bdb8a3966430ea4722d447db9cfd75c5,585.7323224659157
16be20b88a8268b954347612af7ab37636359355,585.7155323620098
10d22971ca4f53fc62d02905809ff1c37fbb68fc,585.3626820724874
8f8c6bc5499c24cda37005caa310b7207d7801ed,585.3560029824177
4b087a8143279d52ae9e2d5e032c6b63489c2fca,585.3503054189707
21811108f3f9679121c19ea24f253687e2fcdb2d,585.3161762172867
2115290fb8b1c9fc160b6e549f85a153b0a692c8,585.2454931105872
a7ac1df6dd2c56c6de9223a7d79b2e9d2a0a054a,584.388032627819
b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,584.2461528463654
17852911ec609b95147c2b36507cf41c374feee7,584.2092298243872
86ff26c3cfcabeccd14ca102485233114b9b8eb0,583.6376709249721
4b2b45e63a9d63a5f26ce7d20bbe3fbaed537633,583.1306850815045
2897875fa8f9bb7cf301ebddaec650745579727a,583.0316213874293
986e7e466d5bcd7b60e53202ae0897882f0429e0,582.8290403547996
6ddd8720a52f8f31bf281c525a98fcb25e6cf222,582.8177488194092
038f4ea50e490ef4dc4a8a66d2a938fb5af4cfbb,582.2373298256008
1c61035799f6afe7f44c1fb68567d7a8945c3943,582.1774656146823
4859cc28af0fea9c52bfa188ab0cbd231f5bc7a9,581.9099623736553
b7109998b806bd3870c7c31ae1629d38a87f0ed6,581.9022056323132
6be0f430c65f5f310cf8bcb7811e72977ab8a36b,581.8080724713176
a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,581.7993023841683
7dd9dcfa7e50cef3e66f05c9675e1ad2f6eaedeb,581.789191399975
d79a552f54f331ba038ecde974731ac33ec99e1d,581.6521571542213
515ac06f939efc95ad2d977642d02dfbd4f3d7b8,581.5721010658746
c96431dd924f366d2229a7f1455388b8cd85be49,581.3883583380281
763757a6dacada4b5c704c30d7137eacfeb4ecb4,581.250347322163
39f3b003b013995457d88d0f976e589375ea381c,581.07404456639
fc42f6eed5bea0d1eaac96e20b83bb9afa669cd6,580.9968195144496
744e759e02e8a372617c2f770458538747971cd0,580.8537401303505
a05dfd5fe347ebbd90acd3fae985bbc3f2b1c52a,580.8281302563628
b696fa87729bbafcec0bde5a5455915f62ed5b13,580.7656788236426
fa69a477c4c6483c3bfbbfc691f7be572baca304,580.613208926204
30dd1124ec542e7bcbcabd2b18577f823db9a4c5,580.5664536741822
867b2fbf177b95f1bd282985d7b117052853ad9f,580.4391041552193
d803d5c29d6c28e91d22c0b9400abd524a47d8aa,580.2058496769779
c5c63de7c53114b50f3ef7b23569d7ce0fd699f5,580.0037676683511
6798578a55f6837578efc13df75af7044f25fc83,579.947884927838
446ced3e5fde8d61781304cb4e9e9fe131628a50,579.713502844521
b38a03232f43b11c9d0788abaf060f7366053b6d,579.6543701956895
df9964be2c367b2bf7b25d49f5bf047f5a51e4d8,579.556867262897
b03c5ebab160571176fd665bad3b559d23d28f4d,579.5130486003031
f8784496be77efcbda293fbbbde36afd18aba1b0,579.388629325417
1a88dc9dcab61beb9827cc66291ec29ba440c5d6,579.3832618288754
7cac92147c231453d98ad465b2c4a8bd28efd7f8,579.2375872456003
b337af487f7962a13cd01ff46a8ad018c36aae13,578.684126799519
9bed94403b260ef0410b3f7f5732d16d7e6d215f,578.5652971409912
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,578.2819813345413
19d05f1dc0b205cf6c8638bbfc335595ac7bb5a0,577.824621779937
954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,577.6967363935262
a3686e592fcfaebf248e5ca8da561a4d782628a4,577.5871069150901
e3dbb8a1df52dd191d1698da978426270fdab4c8,577.5776513594465
8dc39ce43533987b1865703ad66ea087669923af,577.5166581308855
0705dd799fdfb87afaabd47edea984ee0f3ce74e,577.3628974855284
564958997e204bda06fbe90afc4722805c78a855,577.3556668054472
bd6f17903c51d67ddc4dfb0ae966e71d6d7de048,577.2097321950256
91063e48f730917c0d9db5e5268073e1fc0ef9c1,577.1804877175498
49350b0634798bde6649569eca496786e5d1bce7,576.8673923691867
5c8590465b6b709e3334bdf9046a33cfecd34efa,576.8000064344825
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,576.7593541011613
cdb9efbf46b74930f814ed3315298d246112432a,576.7551983065582
e50870ccda7ec32760ee23f08e9c9dbf0288f47d,576.6746380214119
ae56e8b92f2c420f2834ec796dd8e17dd06a78ef,576.4564781949234
04758e8f0f8cdb36ba110cc6d464d0193cf6061d,576.3536073237426
d43c8bc37d22f63102d62317b61cbcdb1331054c,576.3449708373292
4236bab9aa4fda581822d73b2673e18173259236,576.2705306380691
da2d48a8443b76c28d3073a76005e912d2e152b4,575.5456009830593
877d211218ebeeb5e8a374f9d8da398fe323ac88,575.475008778227
310c3f8dd45384575fa7e50214be3bdef8544d34,575.4515582171298
de5a01f34e0029656f45f0f7c29d71f9a2d7be97,575.4086250485842
2906a09bb43da5e4eda2de256e3a34e066ca095e,575.220121449145
793d1bfef9d9f220421ffb7b334d6cc0bd005a59,575.2033733032391
8b5ca68dd135ace09567ed5d50baf0b2903df1a5,575.073250990889
6c6b6f825e9bca4c092d2e3dabe056ec8300d921,575.0678452949101
d63de32abdd73ee99e627bacf2880ab6c1108873,575.0231321781504
d6c5d0cca590548cbb111958b8995a1fc6d89d7f,574.6899820612559
866d7784ed1380003929da44f965aef9339702f9,574.5004517230808
fa84edf183bd459ea9394d77bdc191683a75ff66,574.3788066003965
8d273cc5ff9520947e212b4bab15a7bf125d51ae,574.3355159232802
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,574.2315146746976
f81906feca10f1eeb5153e9f662a06040dc795c9,574.2138949689526
6e1f374a558d68ad09fcd01691e491abb27ece03,574.2130969396352
f77507705f197f08acf982853b4f481d7a9a0a0b,574.163626764901
8ab92e2f6f4d494b69976e66304220f352d2ad9f,573.9591507080861
7084653e30fef916deee87e5725e71f02acaafc8,573.663058514988
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,573.5846471436562
36842230ef9a0dcb5d659866244e1632c86bd3d3,573.311878457803
c809774e530a33dfb2e8131fb2859acb1d60fc16,573.1879693717369
850780e64534861d103ca528d9f83d2efd6e5340,573.0042459140282
4b83e292acd8b9b0ff3f73d2d76786c668346b02,572.6766178500361
3f55d05a38abe559f4e9421ffe4af64cb0a31b3c,572.1220197049986
d0acd5258d606e92178448427c5c8b15ab1b4fc8,572.075076229135
f706176e67c38998f303eb27cc7ce81f3611e006,571.955302942398
62980b7abb1768ca53fe76039d00c32db1111dd1,571.9288687606836
2d7302dc7ff97f99ed1e2445f2b0f280c181c91c,571.8551701680047
fc5b56b3712d7c98ce1caf52d085c5e7ffa4a06b,571.8121026765674
9ad714b116da76d878dd399d187fccc2dd13dd63,571.8105351645033
bb810952683d7e2fecfa039b94ac594ccbda5675,571.7908520436105
46eefba83d46b5adb275c69224fe09fb630d5358,571.5251929512599
951480dc61127a3ee870a21cee0d1867d830ccb0,571.477909722314
ce0ca5f8865861c99dc6c0c40ad7829c3a09c86d,571.0303365880106
f9e5ded4a55baba43219704c50f4951176ae5f86,570.8514401609407
5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,570.8042353493474
ceb125e2a8f67106d58e63f317c812b764d3f725,570.6798782898157
f2ac3ed61e3e4761194e1730fb0663d2c7b89199,570.473609697219
1214f7043ae7996e72754ef11dd22d1093844390,570.1279657469536
8cadd025151167286941b7d4f113e0335e046bbb,569.7537654272888
6323f0dde023c4f57ca560fbabcda2129d92999f,569.6272672056999
ee4bb115f15bd578cd5b1ac2bb299fb7b0b61fbe,569.5060071115481
590de397312d2abf63ccd52fb8f46fa720b4284c,569.3452734313023
096c60e489ee4b472413b3314b29d40d6c448a4d,569.1739549355718
78e4cb1fbdb67ece1be6d2c61d65a8b3c74b22b0,568.983506598441
663c2dda7fa3e28f064f114939848136166bac3b,568.9599072127144
4151ac5bfe7e1e0d813dcec7284aac4d5daf33d8,568.7140559891038
60da8c3cda54a349b059a0a0ebcddf108242ef76,568.6972720763963
9f9a7c80e345d490250c4849330b45383a86f144,568.5966061347141
094ab89bf55fe688a34a8f6189d20b3a0e8ce9bc,568.4886450397543
6939ee2ff992ac6b7443a9cff18f25eeafe6b67a,568.4291956811735
88c869a5bb6c1f4e707fb69493e05a22dd92114c,568.3958398312247
c063002d93b60b03895b07efdfb49981c0aa74cf,568.2385104090076
d2a0ab1bdcbb6a935f251251bd351bceded53443,568.1236010585
e68a3d79c4b28e3e2cad8acc53316d7448c329db,567.598811697391
2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,567.5575905742496
8d8d43a5fb49c4086eefacf447ef86e87f028ef8,567.2225665785357
17f0dd5abd53dea135ffd020e8e8e0761b3a56aa,567.0161521981527
ef893b76bc4d3d5b40904e5d3b4e43b1ce29635a,566.9084796420083
0e6b6abfde009866bf29522e6b259475b73ecb1e,566.8877477374176
d653549f6d0ba70e2113b2cc56e9a83e331d2462,566.8264381982958
889a6097b286730a6757ea174728eeb0a14fcc4f,566.507088130038
c67f68d848b822085a1e92da550c3d21d842f4be,566.4787087330989
83e9189ad5e6803010e4a8d7786d83d51b4d072b,566.1698565642721
a181c0c7546bc7c4907131706417c491da1a52cd,566.153624178437
46a697f4c8e3f21cde73ea82e859032ba778c4a7,566.1073044357183
44333fb503c4285b21500fd8cbe2d4b01f7c9a9a,566.0448759551191
bce87f2cf83652a5d5710076a901634c7c86cf6f,565.9689214359788
95219ba812d70258c1c49c49332a1c15428b2ac8,565.6805327944794
e3efa0301e38194794029570893c16ea30753027,565.4142912755898
2947711097206170cb5cfcad8b3264e7d46cf84b,565.3898552722294
c277a60e771011de2be776c1079af2116f7f7cc7,565.2473439288525
c4a3b96cff4393b06246604527f1a558ad8b66b3,565.2043182932468
2c6e1b5ea567fdac8e1fcdddb331348fc8851bf5,565.0414649702533
84323b71b3e94e9d38eff397d31288fadf0077db,564.8143887726093
7a6f4434324d90047db1434d2218b125200749d1,564.7086829753453
